"tipo_vehiculo","anio_inscripcion_inicial","mes_inscripcion_inicial","provincia_inscripcion_inicial","letra_provincia_inscripcion_inicial","cantidad_inscripciones_iniciales","provincia_id"
"Automotores",2001,9,"Mendoza","M",349,"50"
"Automotores",2001,9,"Misiones","N",166,"54"
"Automotores",2001,9,"Neuquén","Q",318,"58"
"Automotores",2001,9,"Río Negro","R",177,"62"
"Automotores",2001,9,"Salta","A",201,"66"
"Automotores",2001,9,"San Juan","J",120,"70"
"Automotores",2001,9,"San Luis","D",139,"74"
"Automotores",2001,9,"Santa Cruz","Z",193,"78"
"Automotores",2001,9,"Santa Fe","S",1333,"82"
"Automotores",2001,9,"Santiago del Estero","G",99,"86"
"Automotores",2001,9,"Tierra del Fuego","V",246,"94"
"Automotores",2001,9,"Tucumán","T",250,"90"
"Automotores",2001,10,"Buenos Aires","B",4482,"06"
"Automotores",2001,10,"Catamarca","K",111,"10"
"Automotores",2001,10,"Chaco","H",150,"22"
"Automotores",2001,10,"Chubut","U",482,"26"
"Automotores",2001,10,"Ciudad Autónoma de Bs.As.","C",3785,"02"
"Automotores",2001,10,"Córdoba","X",1454,"14"
"Automotores",2001,10,"Corrientes","W",162,"18"
"Automotores",2001,10,"Entre Ríos","E",223,"30"
"Automotores",2001,10,"Formosa","P",89,"34"
"Automotores",2001,10,"Jujuy","Y",120,"38"
"Automotores",2001,10,"La Pampa","L",125,"42"
"Automotores",2001,10,"La Rioja","F",82,"46"
"Automotores",2001,10,"Mendoza","M",327,"50"
"Automotores",2001,10,"Misiones","N",140,"54"
"Automotores",2001,10,"Neuquén","Q",302,"58"
"Automotores",2001,10,"Río Negro","R",193,"62"
"Automotores",2001,10,"Salta","A",190,"66"
"Automotores",2001,10,"San Juan","J",109,"70"
"Automotores",2001,10,"San Luis","D",124,"74"
"Automotores",2001,10,"Santa Cruz","Z",186,"78"
"Automotores",2001,10,"Santa Fe","S",1276,"82"
"Automotores",2001,10,"Santiago del Estero","G",113,"86"
"Automotores",2001,10,"Tierra del Fuego","V",259,"94"
"Automotores",2001,10,"Tucumán","T",279,"90"
"Automotores",2001,11,"Buenos Aires","B",4156,"06"
"Automotores",2001,11,"Catamarca","K",47,"10"
"Automotores",2001,11,"Chaco","H",118,"22"
"Automotores",2001,11,"Chubut","U",392,"26"
"Automotores",2001,11,"Ciudad Autónoma de Bs.As.","C",3397,"02"
"Automotores",2001,11,"Córdoba","X",1021,"14"
"Automotores",2001,11,"Corrientes","W",136,"18"
"Automotores",2001,11,"Entre Ríos","E",162,"30"
"Automotores",2001,11,"Formosa","P",45,"34"
"Automotores",2001,11,"Jujuy","Y",58,"38"
"Automotores",2001,11,"La Pampa","L",90,"42"
"Automotores",2001,11,"La Rioja","F",70,"46"
"Automotores",2001,11,"Mendoza","M",313,"50"
"Automotores",2001,11,"Misiones","N",97,"54"
"Automotores",2001,11,"Neuquén","Q",248,"58"
"Automotores",2001,11,"Río Negro","R",176,"62"
"Automotores",2001,11,"Salta","A",129,"66"
"Automotores",2001,11,"San Juan","J",64,"70"
"Automotores",2001,11,"San Luis","D",114,"74"
"Automotores",2001,11,"Santa Cruz","Z",174,"78"
"Automotores",2001,11,"Santa Fe","S",1013,"82"
"Automotores",2001,11,"Santiago del Estero","G",81,"86"
"Automotores",2001,11,"Tierra del Fuego","V",219,"94"
"Automotores",2001,11,"Tucumán","T",227,"90"
"Automotores",2001,12,"Buenos Aires","B",2289,"06"
"Automotores",2001,12,"Catamarca","K",19,"10"
"Automotores",2001,12,"Chaco","H",69,"22"
"Automotores",2001,12,"Chubut","U",233,"26"
"Automotores",2001,12,"Ciudad Autónoma de Bs.As.","C",2378,"02"
"Automotores",2001,12,"Córdoba","X",474,"14"
"Automotores",2001,12,"Corrientes","W",83,"18"
"Automotores",2001,12,"Entre Ríos","E",67,"30"
"Automotores",2001,12,"Formosa","P",42,"34"
"Automotores",2001,12,"Jujuy","Y",37,"38"
"Automotores",2001,12,"La Pampa","L",45,"42"
"Automotores",2001,12,"La Rioja","F",35,"46"
"Automotores",2001,12,"Mendoza","M",164,"50"
"Automotores",2001,12,"Misiones","N",56,"54"
"Automotores",2001,12,"Neuquén","Q",98,"58"
"Automotores",2001,12,"Río Negro","R",69,"62"
"Automotores",2001,12,"Salta","A",45,"66"
"Automotores",2001,12,"San Juan","J",48,"70"
"Automotores",2001,12,"San Luis","D",49,"74"
"Automotores",2001,12,"Santa Cruz","Z",106,"78"
"Automotores",2001,12,"Santa Fe","S",487,"82"
"Automotores",2001,12,"Santiago del Estero","G",20,"86"
"Automotores",2001,12,"Tierra del Fuego","V",164,"94"
"Automotores",2001,12,"Tucumán","T",104,"90"
"Automotores",2002,1,"Buenos Aires","B",4693,"06"
"Automotores",2002,1,"Catamarca","K",154,"10"
"Automotores",2002,1,"Chaco","H",250,"22"
"Automotores",2002,1,"Chubut","U",477,"26"
"Automotores",2002,1,"Ciudad Autónoma de Bs.As.","C",3304,"02"
"Automotores",2002,1,"Córdoba","X",1900,"14"
"Automotores",2002,1,"Corrientes","W",286,"18"
"Automotores",2002,1,"Entre Ríos","E",312,"30"
"Automotores",2002,1,"Formosa","P",106,"34"
"Automotores",2002,1,"Jujuy","Y",163,"38"
"Automotores",2002,1,"La Pampa","L",169,"42"
"Automotores",2002,1,"La Rioja","F",94,"46"
"Automotores",2002,1,"Mendoza","M",509,"50"
"Automotores",2002,1,"Misiones","N",232,"54"
"Automotores",2002,1,"Neuquén","Q",347,"58"
"Automotores",2002,1,"Río Negro","R",201,"62"
"Automotores",2002,1,"Salta","A",309,"66"
"Automotores",2002,1,"San Juan","J",184,"70"
"Automotores",2002,1,"San Luis","D",181,"74"
"Automotores",2002,1,"Santa Cruz","Z",221,"78"
"Automotores",2002,1,"Santa Fe","S",1472,"82"
"Automotores",2002,1,"Santiago del Estero","G",153,"86"
"Automotores",2002,1,"Tierra del Fuego","V",187,"94"
"Automotores",2002,1,"Tucumán","T",478,"90"
"Automotores",2002,2,"Buenos Aires","B",2680,"06"
"Automotores",2002,2,"Catamarca","K",55,"10"
"Automotores",2002,2,"Chaco","H",121,"22"
"Automotores",2002,2,"Chubut","U",219,"26"
"Automotores",2002,2,"Ciudad Autónoma de Bs.As.","C",2398,"02"
"Automotores",2002,2,"Córdoba","X",835,"14"
"Automotores",2002,2,"Corrientes","W",132,"18"
"Automotores",2002,2,"Entre Ríos","E",140,"30"
"Automotores",2002,2,"Formosa","P",68,"34"
"Automotores",2002,2,"Jujuy","Y",79,"38"
"Automotores",2002,2,"La Pampa","L",90,"42"
"Automotores",2002,2,"La Rioja","F",46,"46"
"Automotores",2002,2,"Mendoza","M",207,"50"
"Automotores",2002,2,"Misiones","N",101,"54"
"Automotores",2002,2,"Neuquén","Q",116,"58"
"Automotores",2002,2,"Río Negro","R",111,"62"
"Automotores",2002,2,"Salta","A",133,"66"
"Automotores",2002,2,"San Juan","J",61,"70"
"Automotores",2002,2,"San Luis","D",65,"74"
"Automotores",2002,2,"Santa Cruz","Z",89,"78"
"Automotores",2002,2,"Santa Fe","S",756,"82"
"Automotores",2002,2,"Santiago del Estero","G",60,"86"
"Automotores",2002,2,"Tierra del Fuego","V",91,"94"
"Automotores",2002,2,"Tucumán","T",159,"90"
"Automotores",2002,3,"Buenos Aires","B",4371,"06"
"Automotores",2002,3,"Catamarca","K",64,"10"
"Automotores",2002,3,"Chaco","H",158,"22"
"Automotores",2002,3,"Chubut","U",292,"26"
"Automotores",2002,3,"Ciudad Autónoma de Bs.As.","C",3330,"02"
"Automotores",2002,3,"Córdoba","X",1551,"14"
"Automotores",2002,3,"Corrientes","W",166,"18"
"Automotores",2002,3,"Entre Ríos","E",208,"30"
"Automotores",2002,3,"Formosa","P",59,"34"
"Automotores",2002,3,"Jujuy","Y",99,"38"
"Automotores",2002,3,"La Pampa","L",101,"42"
"Automotores",2002,3,"La Rioja","F",49,"46"
"Automotores",2002,3,"Mendoza","M",361,"50"
"Automotores",2002,3,"Misiones","N",122,"54"
"Automotores",2002,3,"Neuquén","Q",246,"58"
"Automotores",2002,3,"Río Negro","R",176,"62"
"Automotores",2002,3,"Salta","A",158,"66"
"Automotores",2002,3,"San Juan","J",93,"70"
"Automotores",2002,3,"San Luis","D",90,"74"
"Automotores",2002,3,"Santa Cruz","Z",77,"78"
"Automotores",2002,3,"Santa Fe","S",1273,"82"
"Automotores",2002,3,"Santiago del Estero","G",86,"86"
"Automotores",2002,3,"Tierra del Fuego","V",122,"94"
"Automotores",2002,3,"Tucumán","T",245,"90"
"Automotores",2002,4,"Buenos Aires","B",4657,"06"
"Automotores",2002,4,"Catamarca","K",59,"10"
"Automotores",2002,4,"Chaco","H",114,"22"
"Automotores",2002,4,"Chubut","U",220,"26"
"Automotores",2002,4,"Ciudad Autónoma de Bs.As.","C",3215,"02"
"Automotores",2002,4,"Córdoba","X",1664,"14"
"Automotores",2002,4,"Corrientes","W",115,"18"
"Automotores",2002,4,"Entre Ríos","E",184,"30"
"Automotores",2002,4,"Formosa","P",44,"34"
"Automotores",2002,4,"Jujuy","Y",98,"38"
"Automotores",2002,4,"La Pampa","L",123,"42"
"Automotores",2002,4,"La Rioja","F",60,"46"
"Automotores",2002,4,"Mendoza","M",391,"50"
"Automotores",2002,4,"Misiones","N",153,"54"
"Automotores",2002,4,"Neuquén","Q",189,"58"
"Automotores",2002,4,"Río Negro","R",181,"62"
"Automotores",2002,4,"Salta","A",159,"66"
"Automotores",2002,4,"San Juan","J",125,"70"
"Automotores",2002,4,"San Luis","D",100,"74"
"Automotores",2002,4,"Santa Cruz","Z",122,"78"
"Automotores",2002,4,"Santa Fe","S",1236,"82"
"Automotores",2002,4,"Santiago del Estero","G",67,"86"
"Automotores",2002,4,"Tierra del Fuego","V",127,"94"
"Automotores",2002,4,"Tucumán","T",238,"90"
"Automotores",2002,5,"Buenos Aires","B",3407,"06"
"Automotores",2002,5,"Catamarca","K",44,"10"
"Automotores",2002,5,"Chaco","H",93,"22"
"Automotores",2002,5,"Chubut","U",181,"26"
"Automotores",2002,5,"Ciudad Autónoma de Bs.As.","C",2750,"02"
"Automotores",2002,5,"Córdoba","X",1035,"14"
"Automotores",2002,5,"Corrientes","W",111,"18"
"Automotores",2002,5,"Entre Ríos","E",134,"30"
"Automotores",2002,5,"Formosa","P",57,"34"
"Automotores",2002,5,"Jujuy","Y",114,"38"
"Automotores",2002,5,"La Pampa","L",58,"42"
"Automotores",2002,5,"La Rioja","F",42,"46"
"Automotores",2002,5,"Mendoza","M",339,"50"
"Automotores",2002,5,"Misiones","N",115,"54"
"Automotores",2002,5,"Neuquén","Q",169,"58"
"Automotores",2002,5,"Río Negro","R",109,"62"
"Automotores",2002,5,"Salta","A",136,"66"
"Automotores",2002,5,"San Juan","J",80,"70"
"Automotores",2002,5,"San Luis","D",111,"74"
"Automotores",2002,5,"Santa Cruz","Z",46,"78"
"Automotores",2002,5,"Santa Fe","S",853,"82"
"Automotores",2002,5,"Santiago del Estero","G",54,"86"
"Automotores",2002,5,"Tierra del Fuego","V",63,"94"
"Automotores",2002,5,"Tucumán","T",154,"90"
"Automotores",2002,6,"Buenos Aires","B",1273,"06"
"Automotores",2002,6,"Catamarca","K",32,"10"
"Automotores",2002,6,"Chaco","H",75,"22"
"Automotores",2002,6,"Chubut","U",107,"26"
"Automotores",2002,6,"Ciudad Autónoma de Bs.As.","C",1099,"02"
"Automotores",2002,6,"Córdoba","X",535,"14"
"Automotores",2002,6,"Corrientes","W",76,"18"
"Automotores",2002,6,"Entre Ríos","E",91,"30"
"Automotores",2002,6,"Formosa","P",19,"34"
"Automotores",2002,6,"Jujuy","Y",63,"38"
"Automotores",2002,6,"La Pampa","L",39,"42"
"Automotores",2002,6,"La Rioja","F",16,"46"
"Automotores",2002,6,"Mendoza","M",118,"50"
"Automotores",2002,6,"Misiones","N",61,"54"
"Automotores",2002,6,"Neuquén","Q",54,"58"
"Automotores",2002,6,"Río Negro","R",62,"62"
"Automotores",2002,6,"Salta","A",51,"66"
"Automotores",2002,6,"San Juan","J",19,"70"
"Automotores",2002,6,"San Luis","D",25,"74"
"Automotores",2002,6,"Santa Cruz","Z",35,"78"
"Automotores",2002,6,"Santa Fe","S",410,"82"
"Automotores",2002,6,"Santiago del Estero","G",31,"86"
"Automotores",2002,6,"Tierra del Fuego","V",48,"94"
"Automotores",2002,6,"Tucumán","T",73,"90"
"Automotores",2002,7,"Buenos Aires","B",1488,"06"
"Automotores",2002,7,"Catamarca","K",47,"10"
"Automotores",2002,7,"Chaco","H",112,"22"
"Automotores",2002,7,"Chubut","U",160,"26"
"Automotores",2002,7,"Ciudad Autónoma de Bs.As.","C",1293,"02"
"Automotores",2002,7,"Córdoba","X",780,"14"
"Automotores",2002,7,"Corrientes","W",96,"18"
"Automotores",2002,7,"Entre Ríos","E",88,"30"
"Automotores",2002,7,"Formosa","P",27,"34"
"Automotores",2002,7,"Jujuy","Y",53,"38"
"Automotores",2002,7,"La Pampa","L",55,"42"
"Automotores",2002,7,"La Rioja","F",27,"46"
"Automotores",2002,7,"Mendoza","M",129,"50"
"Automotores",2002,7,"Misiones","N",49,"54"
"Automotores",2002,7,"Neuquén","Q",89,"58"
"Automotores",2002,7,"Río Negro","R",45,"62"
"Automotores",2002,7,"Salta","A",102,"66"
"Automotores",2002,7,"San Juan","J",32,"70"
"Automotores",2002,7,"San Luis","D",53,"74"
"Automotores",2002,7,"Santa Cruz","Z",33,"78"
"Automotores",2002,7,"Santa Fe","S",641,"82"
"Automotores",2002,7,"Santiago del Estero","G",37,"86"
"Automotores",2002,7,"Tierra del Fuego","V",58,"94"
"Automotores",2002,7,"Tucumán","T",103,"90"
"Automotores",2002,8,"Buenos Aires","B",1621,"06"
"Automotores",2002,8,"Catamarca","K",22,"10"
"Automotores",2002,8,"Chaco","H",102,"22"
"Automotores",2002,8,"Chubut","U",148,"26"
"Automotores",2002,8,"Ciudad Autónoma de Bs.As.","C",1355,"02"
"Automotores",2002,8,"Córdoba","X",794,"14"
"Automotores",2002,8,"Corrientes","W",101,"18"
"Automotores",2002,8,"Entre Ríos","E",117,"30"
"Automotores",2002,8,"Formosa","P",30,"34"
"Automotores",2002,8,"Jujuy","Y",65,"38"
"Automotores",2002,8,"La Pampa","L",65,"42"
"Automotores",2002,8,"La Rioja","F",28,"46"
"Automotores",2002,8,"Mendoza","M",132,"50"
"Automotores",2002,8,"Misiones","N",68,"54"
"Automotores",2002,8,"Neuquén","Q",98,"58"
"Automotores",2002,8,"Río Negro","R",46,"62"
"Automotores",2002,8,"Salta","A",108,"66"
"Automotores",2002,8,"San Juan","J",29,"70"
"Automotores",2002,8,"San Luis","D",49,"74"
"Automotores",2002,8,"Santa Cruz","Z",70,"78"
"Automotores",2002,8,"Santa Fe","S",737,"82"
"Automotores",2002,8,"Santiago del Estero","G",38,"86"
"Automotores",2002,8,"Tierra del Fuego","V",67,"94"
"Automotores",2002,8,"Tucumán","T",103,"90"
"Automotores",2002,9,"Buenos Aires","B",1550,"06"
"Automotores",2002,9,"Catamarca","K",28,"10"
"Automotores",2002,9,"Chaco","H",118,"22"
"Automotores",2002,9,"Chubut","U",199,"26"
"Automotores",2002,9,"Ciudad Autónoma de Bs.As.","C",1390,"02"
"Automotores",2002,9,"Córdoba","X",837,"14"
"Automotores",2002,9,"Corrientes","W",88,"18"
"Automotores",2002,9,"Entre Ríos","E",101,"30"
"Automotores",2002,9,"Formosa","P",42,"34"
"Automotores",2002,9,"Jujuy","Y",41,"38"
"Automotores",2002,9,"La Pampa","L",84,"42"
"Automotores",2002,9,"La Rioja","F",21,"46"
"Automotores",2002,9,"Mendoza","M",151,"50"
"Automotores",2002,9,"Misiones","N",72,"54"
"Automotores",2002,9,"Neuquén","Q",100,"58"
"Automotores",2002,9,"Río Negro","R",61,"62"
"Automotores",2002,9,"Salta","A",86,"66"
"Automotores",2002,9,"San Juan","J",26,"70"
"Automotores",2002,9,"San Luis","D",42,"74"
"Automotores",2002,9,"Santa Cruz","Z",62,"78"
"Automotores",2002,9,"Santa Fe","S",632,"82"
"Automotores",2002,9,"Santiago del Estero","G",38,"86"
"Automotores",2002,9,"Tierra del Fuego","V",44,"94"
"Automotores",2002,9,"Tucumán","T",85,"90"
"Automotores",2002,10,"Buenos Aires","B",1557,"06"
"Automotores",2002,10,"Catamarca","K",24,"10"
"Automotores",2002,10,"Chaco","H",84,"22"
"Automotores",2002,10,"Chubut","U",185,"26"
"Automotores",2002,10,"Ciudad Autónoma de Bs.As.","C",1509,"02"
"Automotores",2002,10,"Córdoba","X",825,"14"
"Automotores",2002,10,"Corrientes","W",104,"18"
"Automotores",2002,10,"Entre Ríos","E",131,"30"
"Automotores",2002,10,"Formosa","P",35,"34"
"Automotores",2002,10,"Jujuy","Y",68,"38"
"Automotores",2002,10,"La Pampa","L",78,"42"
"Automotores",2002,10,"La Rioja","F",34,"46"
"Automotores",2002,10,"Mendoza","M",143,"50"
"Automotores",2002,10,"Misiones","N",63,"54"
"Automotores",2002,10,"Neuquén","Q",133,"58"
"Automotores",2002,10,"Río Negro","R",60,"62"
"Automotores",2002,10,"Salta","A",95,"66"
"Automotores",2002,10,"San Juan","J",40,"70"
"Automotores",2002,10,"San Luis","D",29,"74"
"Automotores",2002,10,"Santa Cruz","Z",70,"78"
"Automotores",2002,10,"Santa Fe","S",724,"82"
"Automotores",2002,10,"Santiago del Estero","G",32,"86"
"Automotores",2002,10,"Tierra del Fuego","V",64,"94"
"Automotores",2002,10,"Tucumán","T",139,"90"
"Automotores",2002,11,"Buenos Aires","B",1325,"06"
"Automotores",2002,11,"Catamarca","K",27,"10"
"Automotores",2002,11,"Chaco","H",95,"22"
"Automotores",2002,11,"Chubut","U",171,"26"
"Automotores",2002,11,"Ciudad Autónoma de Bs.As.","C",1355,"02"
"Automotores",2002,11,"Córdoba","X",534,"14"
"Automotores",2002,11,"Corrientes","W",89,"18"
"Automotores",2002,11,"Entre Ríos","E",98,"30"
"Automotores",2002,11,"Formosa","P",42,"34"
"Automotores",2002,11,"Jujuy","Y",35,"38"
"Automotores",2002,11,"La Pampa","L",57,"42"
"Automotores",2002,11,"La Rioja","F",17,"46"
"Automotores",2002,11,"Mendoza","M",142,"50"
"Automotores",2002,11,"Misiones","N",63,"54"
"Automotores",2002,11,"Neuquén","Q",103,"58"
"Automotores",2002,11,"Río Negro","R",69,"62"
"Automotores",2002,11,"Salta","A",73,"66"
"Automotores",2002,11,"San Juan","J",25,"70"
"Automotores",2002,11,"San Luis","D",49,"74"
"Automotores",2002,11,"Santa Cruz","Z",60,"78"
"Automotores",2002,11,"Santa Fe","S",511,"82"
"Automotores",2002,11,"Santiago del Estero","G",21,"86"
"Automotores",2002,11,"Tierra del Fuego","V",54,"94"
"Automotores",2002,11,"Tucumán","T",80,"90"
"Automotores",2002,12,"Buenos Aires","B",1544,"06"
"Automotores",2002,12,"Catamarca","K",22,"10"
"Automotores",2002,12,"Chaco","H",46,"22"
"Automotores",2002,12,"Chubut","U",92,"26"
"Automotores",2002,12,"Ciudad Autónoma de Bs.As.","C",1795,"02"
"Automotores",2002,12,"Córdoba","X",437,"14"
"Automotores",2002,12,"Corrientes","W",68,"18"
"Automotores",2002,12,"Entre Ríos","E",57,"30"
"Automotores",2002,12,"Formosa","P",18,"34"
"Automotores",2002,12,"Jujuy","Y",75,"38"
"Automotores",2002,12,"La Pampa","L",54,"42"
"Automotores",2002,12,"La Rioja","F",11,"46"
"Automotores",2002,12,"Mendoza","M",116,"50"
"Automotores",2002,12,"Misiones","N",29,"54"
"Automotores",2002,12,"Neuquén","Q",96,"58"
"Automotores",2002,12,"Río Negro","R",49,"62"
"Automotores",2002,12,"Salta","A",52,"66"
"Automotores",2002,12,"San Juan","J",16,"70"
"Automotores",2002,12,"San Luis","D",26,"74"
"Automotores",2002,12,"Santa Cruz","Z",56,"78"
"Automotores",2002,12,"Santa Fe","S",623,"82"
"Automotores",2002,12,"Santiago del Estero","G",26,"86"
"Automotores",2002,12,"Tierra del Fuego","V",47,"94"
"Automotores",2002,12,"Tucumán","T",68,"90"
"Automotores",2003,1,"Buenos Aires","B",3498,"06"
"Automotores",2003,1,"Catamarca","K",50,"10"
"Automotores",2003,1,"Chaco","H",260,"22"
"Automotores",2003,1,"Chubut","U",380,"26"
"Automotores",2003,1,"Ciudad Autónoma de Bs.As.","C",3312,"02"
"Automotores",2003,1,"Córdoba","X",1974,"14"
"Automotores",2003,1,"Corrientes","W",254,"18"
"Automotores",2003,1,"Entre Ríos","E",283,"30"
"Automotores",2003,1,"Formosa","P",78,"34"
"Automotores",2003,1,"Jujuy","Y",159,"38"
"Automotores",2003,1,"La Pampa","L",233,"42"
"Automotores",2003,1,"La Rioja","F",53,"46"
"Automotores",2003,1,"Mendoza","M",367,"50"
"Automotores",2003,1,"Misiones","N",174,"54"
"Automotores",2003,1,"Neuquén","Q",337,"58"
"Automotores",2003,1,"Río Negro","R",155,"62"
"Automotores",2003,1,"Salta","A",241,"66"
"Automotores",2003,1,"San Juan","J",91,"70"
"Automotores",2003,1,"San Luis","D",99,"74"
"Automotores",2003,1,"Santa Cruz","Z",133,"78"
"Automotores",2003,1,"Santa Fe","S",1842,"82"
"Automotores",2003,1,"Santiago del Estero","G",103,"86"
"Automotores",2003,1,"Tierra del Fuego","V",100,"94"
"Automotores",2003,1,"Tucumán","T",327,"90"
"Automotores",2003,2,"Buenos Aires","B",1699,"06"
"Automotores",2003,2,"Catamarca","K",25,"10"
"Automotores",2003,2,"Chaco","H",138,"22"
"Automotores",2003,2,"Chubut","U",263,"26"
"Automotores",2003,2,"Ciudad Autónoma de Bs.As.","C",1457,"02"
"Automotores",2003,2,"Córdoba","X",829,"14"
"Automotores",2003,2,"Corrientes","W",140,"18"
"Automotores",2003,2,"Entre Ríos","E",138,"30"
"Automotores",2003,2,"Formosa","P",41,"34"
"Automotores",2003,2,"Jujuy","Y",99,"38"
"Automotores",2003,2,"La Pampa","L",124,"42"
"Automotores",2003,2,"La Rioja","F",29,"46"
"Automotores",2003,2,"Mendoza","M",190,"50"
"Automotores",2003,2,"Misiones","N",80,"54"
"Automotores",2003,2,"Neuquén","Q",181,"58"
"Automotores",2003,2,"Río Negro","R",94,"62"
"Automotores",2003,2,"Salta","A",88,"66"
"Automotores",2003,2,"San Juan","J",50,"70"
"Automotores",2003,2,"San Luis","D",40,"74"
"Automotores",2003,2,"Santa Cruz","Z",54,"78"
"Automotores",2003,2,"Santa Fe","S",750,"82"
"Automotores",2003,2,"Santiago del Estero","G",43,"86"
"Automotores",2003,2,"Tierra del Fuego","V",70,"94"
"Automotores",2003,2,"Tucumán","T",127,"90"
"Automotores",2003,3,"Buenos Aires","B",2041,"06"
"Automotores",2003,3,"Catamarca","K",27,"10"
"Automotores",2003,3,"Chaco","H",136,"22"
"Automotores",2003,3,"Chubut","U",244,"26"
"Automotores",2003,3,"Ciudad Autónoma de Bs.As.","C",1642,"02"
"Automotores",2003,3,"Córdoba","X",921,"14"
"Automotores",2003,3,"Corrientes","W",139,"18"
"Automotores",2003,3,"Entre Ríos","E",177,"30"
"Automotores",2003,3,"Formosa","P",52,"34"
"Automotores",2003,3,"Jujuy","Y",83,"38"
"Automotores",2003,3,"La Pampa","L",113,"42"
"Automotores",2003,3,"La Rioja","F",28,"46"
"Automotores",2003,3,"Mendoza","M",207,"50"
"Automotores",2003,3,"Misiones","N",88,"54"
"Automotores",2003,3,"Neuquén","Q",166,"58"
"Automotores",2003,3,"Río Negro","R",121,"62"
"Automotores",2003,3,"Salta","A",126,"66"
"Automotores",2003,3,"San Juan","J",56,"70"
"Automotores",2003,3,"San Luis","D",40,"74"
"Automotores",2003,3,"Santa Cruz","Z",86,"78"
"Automotores",2003,3,"Santa Fe","S",790,"82"
"Automotores",2003,3,"Santiago del Estero","G",39,"86"
"Automotores",2003,3,"Tierra del Fuego","V",54,"94"
"Automotores",2003,3,"Tucumán","T",127,"90"
"Automotores",2003,4,"Buenos Aires","B",2523,"06"
"Automotores",2003,4,"Catamarca","K",39,"10"
"Automotores",2003,4,"Chaco","H",114,"22"
